Id,Name,Person_To,Date,Time,Message,Said_Yes,Said_No
4222,Neeraj K,All Participants,"February 19, 2021",10:04:35 AM,https://drive.google.com/drive/u/0/folders/1xyfzHpzY4ScutslR5nXKQarn8zAzjAlb,0,0
4223,Neeraj K,All Participants,"February 19, 2021",10:04:44 AM,you may use the link to download ,0,0
4224,Neeraj K,All Participants,"February 19, 2021",10:04:58 AM,download this on the VM,0,0
4225,Hamza Waseem,All Participants,"February 19, 2021",10:05:00 AM,Hi Neeraj I am getting connection error even though my Internet is working fine,0,0
4226,Hamza Waseem,All Participants,"February 19, 2021",10:05:19 AM,it is back on nvm,0,0
4227,Neeraj K,All Participants,"February 19, 2021",10:05:30 AM,ok,0,0
4228,Neeraj K,All Participants,"February 19, 2021",10:06:06 AM,the VM's are running at dedicated speeds. By any chance if your internet drops then there could be an issue,0,0
4229,Neeraj K,All Participants,"February 19, 2021",10:06:21 AM,please ensure you are using a lan to avoid the problem ,0,0
4230,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",10:38:12 AM,going to restroom,0,0
4231,Keer Sun,All Participants,"February 19, 2021",10:42:49 AM,Neeraj I can't get the file on to maria_dev,0,0
4232,Neeraj K,All Participants,"February 19, 2021",10:43:59 AM,first download the file on your vm,0,0
4233,Neeraj K,All Participants,"February 19, 2021",10:44:26 AM,use ambari dashboard and upload the file using the files view upload option,0,0
4234,Keer Sun,All Participants,"February 19, 2021",10:45:25 AM,that is the button that is to the most right side of the screen yes? ,0,0
4235,Neeraj K,All Participants,"February 19, 2021",10:45:40 AM,yes,1,0
4236,Keer Sun,All Participants,"February 19, 2021",10:45:51 AM,I can't see it ,0,0
4237,Keer Sun,All Participants,"February 19, 2021",10:46:08 AM,i can only see the edge of the create file button ,0,0
4238,Keer Sun,All Participants,"February 19, 2021",10:46:15 AM,and it won't scroll over ,0,0
4239,Neeraj K,All Participants,"February 19, 2021",10:46:27 AM,what's your machine number ?,0,0
4240,Keer Sun,All Participants,"February 19, 2021",10:46:32 AM,05,0,0
4241,Neeraj K,All Participants,"February 19, 2021",10:46:45 AM,logout,0,0
4242,Neeraj K,All Participants,"February 19, 2021",10:46:47 AM,please,0,0
4243,Leonardo A Lamboglia,All Participants,"February 19, 2021",10:46:57 AM,using the restroom,0,0
4244,Keer Sun,All Participants,"February 19, 2021",10:47:14 AM,yes,1,0
4245,Rain Sung,All Participants,"February 19, 2021",10:47:50 AM,going to the bathroom,0,0
4246,Keer Sun,All Participants,"February 19, 2021",10:47:51 AM,let me see if i can see it ,0,0
4247,Keer Sun,All Participants,"February 19, 2021",10:48:06 AM,okay thank you!,0,0
4248,Marc Larock,All Participants,"February 19, 2021",10:49:31 AM,Is highest sales = Total Profit? or units sold?,0,0
4249,Neeraj K,All Participants,"February 19, 2021",10:49:47 AM,units sold,0,0
4250,Marc Larock,All Participants,"February 19, 2021",10:49:54 AM,okay,0,0
4251,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",10:52:19 AM,"so for mark's question, one sale != one row. Instead, units sold = sales?",0,0
4252,Neeraj K,All Participants,"February 19, 2021",10:52:52 AM,units sold = sales ,0,0
4253,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",10:52:53 AM,"the csv file is called 10000 sales, so that's why I thought one sale == one row",0,0
4254,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",10:52:59 AM,"ok, thanks",0,0
4255,Neeraj K,All Participants,"February 19, 2021",10:53:36 AM,Use Map Reduce to get the item that has the most sales across all regions ,0,0
4256,Neeraj K,All Participants,"February 19, 2021",10:53:47 AM,thanks',0,0
4257,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",10:57:12 AM,for number 4. you just want one region or is it per region,0,0
4258,Neeraj K,All Participants,"February 19, 2021",10:57:33 AM,per region,0,0
4259,Leonardo A Lamboglia,All Participants,"February 19, 2021",10:57:54 AM,"So for all of these, you want a list, correct, except for the last one",0,0
4260,Neeraj K,All Participants,"February 19, 2021",10:58:25 AM,yes,1,0
4261,Neeraj K,All Participants,"February 19, 2021",11:04:07 AM,if anyone wants an extension of time please let me know now,0,0
4262,Keer Sun,All Participants,"February 19, 2021",11:04:28 AM,yes please,1,0
4263,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",11:06:48 AM,me as well,0,0
4264,Neeraj K,All Participants,"February 19, 2021",11:07:37 AM,extending for 30 minutes,0,0
4265,Neeraj K,All Participants,"February 19, 2021",11:07:58 AM,Submission timeline is 2:00 PM EST,0,0
4266,Hamza Waseem,All Participants,"February 19, 2021",11:10:57 AM,getting water,0,0
4267,Neeraj K,All Participants,"February 19, 2021",11:21:16 AM,YES plase,1,0
4268,Neeraj K,All Participants,"February 19, 2021",11:21:20 AM,please*,0,0
4269,Hamza Waseem,All Participants,"February 19, 2021",11:21:48 AM,"thanks, got it",0,0
4270,Neeraj K,All Participants,"February 19, 2021",11:24:53 AM,2 one is based on units ,0,0
4271,Neeraj K,All Participants,"February 19, 2021",11:25:12 AM,sold,0,0
4272,Wayne Tam,All Attendees,"February 19, 2021",11:26:30 AM,Can number 6 also be a list?,0,0
4273,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",11:29:19 AM,getting some water,0,0
4274,Keer Sun,All Participants,"February 19, 2021",11:32:13 AM,Hi my putty went inactive again and couldn't finish running the file ,0,0
4275,Neeraj K,All Participants,"February 19, 2021",11:33:07 AM,if you are away from putty for more than 10 mins if throws out the connection,0,0
4276,Neeraj K,All Participants,"February 19, 2021",11:33:15 AM,please try agin,0,0
4277,Neeraj K,All Participants,"February 19, 2021",11:33:21 AM,again',0,0
4278,Keer Sun,All Participants,"February 19, 2021",11:34:59 AM, Mmm.. okay ,0,0
4279,Neeraj K,All Participants,"February 19, 2021",11:42:57 AM,ok,0,0
4280,Neeraj K,All Participants,"February 19, 2021",11:43:10 AM,can be a list ,0,0
4281,Wayne Tam,All Attendees,"February 19, 2021",11:43:24 AM,thank you,0,0
4282,Neeraj K,All Participants,"February 19, 2021",11:45:52 AM,you may take revenue I don't mind,0,0
4283,Keer Sun,All Participants,"February 19, 2021",11:46:04 AM,it said Putty Fatal error Remote side unexpectedlyclosed network connection,0,0
4284,Neeraj K,All Participants,"February 19, 2021",11:46:29 AM,Keer close the putty and please start it again,0,0
4285,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",11:46:52 AM,getting some water,0,0
4286,Keer Sun,All Participants,"February 19, 2021",11:49:44 AM,okay,0,0
4287,Marc Larock,All Participants,"February 19, 2021",12:01:52 PM,on 5,0,0
4288,Jacob Sears,All Participants,"February 19, 2021",12:01:58 PM,on 4,0,0
4289,Abtin Khodadadi,All Participants,"February 19, 2021",12:02:00 PM,reviewing,0,0
4290,Aaron Alvarez,All Participants,"February 19, 2021",12:02:00 PM,on 1,0,0
4291,Sarah Jiang,All Participants,"February 19, 2021",12:02:03 PM,just need to convert txt files to py,0,0
4292,Keer Sun,All Participants,"February 19, 2021",12:02:04 PM,network failed,0,0
4293,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",12:02:12 PM,2 remaining,0,0
4294,Hamza Waseem,All Participants,"February 19, 2021",12:02:12 PM,on 4,0,0
4295,Rain Sung,All Participants,"February 19, 2021",12:02:18 PM,working,0,0
4296,Abtin Khodadadi,All Participants,"February 19, 2021",12:02:23 PM,will be back,0,0
4297,Keer Sun,All Participants,"February 19, 2021",12:02:28 PM,Mmm I'm just gonna write the files i can't seem to run it ,0,0
4298,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",12:02:30 PM,"Hard to say, my errors that I have are weird but done with 3",0,0
4299,Wayne Tam,All Attendees,"February 19, 2021",12:03:17 PM,do we need screenshot of both running our scripts locally and hadoop or can we do just hadoop?,0,0
4300,Neeraj K,All Participants,"February 19, 2021",12:03:39 PM,"@Keer okay, i will check your machine once your scripts are ready, let me know",0,0
4301,Neeraj K,All Participants,"February 19, 2021",12:03:57 PM,"@Miguel: no worries, give you best buddy",0,1
4302,Marc Larock,All Participants,"February 19, 2021",12:15:17 PM,does total sales = units sold,0,0
4303,Marc Larock,All Participants,"February 19, 2021",12:15:19 PM,for 5,0,0
4304,Wayne Tam,All Attendees,"February 19, 2021",12:16:17 PM,@marc yes ,1,0
4305,Wayne Tam,All Attendees,"February 19, 2021",12:16:20 PM,I beleive so,0,0
4306,Marc Larock,All Participants,"February 19, 2021",12:16:20 PM,thanks,0,0
4307,Neeraj K,All Participants,"February 19, 2021",12:22:36 PM,you may have to re-upload once again,0,0
4308,Neeraj K,All Participants,"February 19, 2021",12:22:38 PM,and then try,0,0
4309,Neeraj K,All Participants,"February 19, 2021",12:25:24 PM,ok. try locally for now,0,0
4310,Neeraj K,All Participants,"February 19, 2021",12:25:33 PM,upload the screenshot,0,0
4311,Neeraj K,All Participants,"February 19, 2021",12:25:47 PM,post lunch i ll sit with you ,0,0
4312,Keer Sun,All Participants,"February 19, 2021",12:26:06 PM,okay will you check my machine please  it's 05,0,0
4313,Neeraj K,All Participants,"February 19, 2021",12:26:07 PM,ok,0,0
4314,Keer Sun,All Participants,"February 19, 2021",12:26:30 PM,it's probably very buggy since i couldn't test anything ,0,0
4315,Keer Sun,All Participants,"February 19, 2021",12:27:00 PM,05,0,0
4316,Keer Sun,All Participants,"February 19, 2021",12:27:01 PM,yes ,1,0
4317,Keer Sun,All Participants,"February 19, 2021",12:27:18 PM,okay logged out,0,0
4318,Rain Sung,All Participants,"February 19, 2021",12:27:33 PM,was number 6 finding the item type that was sold the most?,0,0
4319,Sarah Jiang,All Participants,"February 19, 2021",12:35:52 PM,done,0,0
4320,Sarah Jiang,All Participants,"February 19, 2021",12:36:05 PM,I think so rain,0,0
4321,Keer Sun,All Participants,"February 19, 2021",12:37:16 PM,what should the file extention of the data file be,0,0
4322,Sarah Jiang,All Participants,"February 19, 2021",12:38:06 PM,the 10000 is a csv,0,0
4323,Keer Sun,All Participants,"February 19, 2021",12:39:02 PM,mmm okay mine apparently is not,0,0
4324,Keer Sun,All Participants,"February 19, 2021",12:41:14 PM,ok,0,0
4325,Keer Sun,All Participants,"February 19, 2021",12:41:28 PM,one sec,0,0
4326,Keer Sun,All Participants,"February 19, 2021",12:43:57 PM,ok thank you,0,0
4327,Wayne Tam,All Attendees,"February 19, 2021",12:50:27 PM,done,0,0
4328,Marc Larock,All Participants,"February 19, 2021",12:50:36 PM,still working,0,0
4329,Keer Sun,All Participants,"February 19, 2021",12:50:39 PM,yes,1,0
4330,Marc Larock,All Participants,"February 19, 2021",12:50:45 PM,4.5,0,0
4331,Aaron Alvarez,All Participants,"February 19, 2021",12:50:45 PM,still working,0,0
4332,Hamza Waseem,All Participants,"February 19, 2021",12:50:45 PM,"done with the files, testing right now",0,0
4333,Keer Sun,All Participants,"February 19, 2021",12:50:48 PM,i have not testted ,0,0
4334,Keer Sun,All Participants,"February 19, 2021",12:50:50 PM,tested,0,0
4335,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",12:50:51 PM,turned in something but it has errors with the first line. completed 4,0,0
4336,Sarah Jiang,All Participants,"February 19, 2021",12:50:53 PM,I have submitted,0,0
4337,Jacob Sears,All Participants,"February 19, 2021",12:50:57 PM,working on the last one and taking screenshots of the tests,0,0
4338,Marc Larock,All Participants,"February 19, 2021",12:51:03 PM,yes,1,0
4339,Keer Sun,All Participants,"February 19, 2021",12:51:16 PM,ok,0,0
4340,Marc Larock,All Participants,"February 19, 2021",12:51:35 PM,yes,1,0
4341,Aaron Alvarez,All Participants,"February 19, 2021",12:51:36 PM,ok,0,0
4342,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",12:51:37 PM,yes,1,0
4343,Hamza Waseem,All Participants,"February 19, 2021",12:51:38 PM,yes,1,0
4344,Wayne Tam,All Attendees,"February 19, 2021",12:51:39 PM,yes,1,0
4345,Jacob Sears,All Participants,"February 19, 2021",12:51:42 PM,Thats ok with me,0,0
4346,Sarah Jiang,All Participants,"February 19, 2021",12:51:49 PM,yes,1,0
4347,Marc Larock,All Participants,"February 19, 2021",12:51:50 PM,yes,1,0
4348,Aaron Alvarez,All Participants,"February 19, 2021",12:51:51 PM,ok,0,0
4349,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",12:51:51 PM,yes,1,0
4350,Hamza Waseem,All Participants,"February 19, 2021",12:51:51 PM,yes,1,0
4351,Wayne Tam,All Attendees,"February 19, 2021",12:51:51 PM,yes,1,0
4352,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",12:51:53 PM,yes,1,0
4353,Wayne Tam,All Attendees,"February 19, 2021",1:58:58 PM,here,0,0
4354,Jacob Sears,All Participants,"February 19, 2021",1:58:59 PM,I'm here,0,0
4355,Marc Larock,All Participants,"February 19, 2021",1:59:01 PM,back,0,0
4356,Rain Sung,All Participants,"February 19, 2021",1:59:02 PM,yes,1,0
4357,Abtin Khodadadi,All Participants,"February 19, 2021",1:59:03 PM,I'm back,0,0
4358,Hamza Waseem,All Participants,"February 19, 2021",1:59:04 PM,i'm here,0,0
4359,Sarah Jiang,All Participants,"February 19, 2021",1:59:09 PM,back,0,0
4360,Jacob Sears,All Participants,"February 19, 2021",1:59:56 PM,Finished completely,0,0
4361,Marc Larock,All Participants,"February 19, 2021",1:59:59 PM,still working,0,0
4362,Abtin Khodadadi,All Participants,"February 19, 2021",2:00:00 PM,Almost done,0,0
4363,Keer Sun,All Participants,"February 19, 2021",2:00:01 PM,testing,0,0
4364,Rain Sung,All Participants,"February 19, 2021",2:00:08 PM,fixing,0,0
4365,Hamza Waseem,All Participants,"February 19, 2021",2:00:14 PM,testing,0,0
4366,Neeraj K,All Participants,"February 19, 2021",2:03:19 PM,"please wrap up in 30 minutes folks, assignment submission final time is 3 30 PM ET",0,0
4367,Rain Sung,All Participants,"February 19, 2021",2:08:20 PM,for 5 did we have to sort?,0,0
4368,Aaron Alvarez,All Participants,"February 19, 2021",2:10:06 PM,I'm having problems with my pc.,0,0
4369,Rain Sung,All Participants,"February 19, 2021",2:11:20 PM,and for 6 is most sales = units sold?,0,0
4370,Neeraj K,All Participants,"February 19, 2021",2:11:34 PM,@rain yes,1,0
4371,Rain Sung,All Participants,"February 19, 2021",2:11:45 PM,yes for both questions?,1,0
4372,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:14:15 PM,cd Assesment1,0,0
4373,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:14:52 PM,The one with one s,0,0
4374,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:14:58 PM,Assesment,0,0
4375,Keer Sun,All Participants,"February 19, 2021",2:15:32 PM,i am still unable to run my files i'm going to just upload the screenshots ,0,0
4376,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:16:09 PM,But it runs in local fine,0,0
4377,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:17:51 PM,"This is the issue I had earlier, I fixed it by adding the specific address that u deleted",0,0
4378,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:18:11 PM,Yeah that one,0,0
4379,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:18:37 PM,Okay,0,0
4380,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:19:20 PM,Okaywait not,0,0
4381,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:19:23 PM,ah,0,0
4382,Rain Sung,All Participants,"February 19, 2021",2:20:03 PM,for 5 does it need to be sorted?,0,0
4383,Rain Sung,All Participants,"February 19, 2021",2:20:40 PM,was it also a yes for 6 where I asked if most sales = units sold?,1,0
4384,Neeraj K,All Participants,"February 19, 2021",2:21:04 PM,based on revenue,0,0
4385,Neeraj K,All Participants,"February 19, 2021",2:21:10 PM,for 2 one its units sold,0,0
4386,Neeraj K,All Participants,"February 19, 2021",2:22:28 PM,ok,0,0
4387,Wayne Tam,All Attendees,"February 19, 2021",2:22:52 PM,done,0,0
4388,Jacob Sears,All Participants,"February 19, 2021",2:22:56 PM,done,0,0
4389,Abtin Khodadadi,All Participants,"February 19, 2021",2:22:56 PM,finishing,0,0
4390,Rain Sung,All Participants,"February 19, 2021",2:23:02 PM,I am fixing on the things that were clarified,0,0
4391,Hamza Waseem,All Participants,"February 19, 2021",2:23:03 PM,uploading,0,0
4392,Miguel Angel Garza Robledo,All Participants,"February 19, 2021",2:23:04 PM,trying to turn in all of them now,0,0
4393,Marc Larock,All Participants,"February 19, 2021",2:23:05 PM,debugging,0,0
4394,Aaron Alvarez,All Participants,"February 19, 2021",2:23:09 PM,finishing,0,0
4395,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",2:23:11 PM,done,0,0
4396,Abtin Khodadadi,All Participants,"February 19, 2021",2:23:15 PM,adding MRStep,0,0
4397,Keer Sun,All Participants,"February 19, 2021",2:23:16 PM,taking screen shots,0,0
4398,Rain Sung,All Participants,"February 19, 2021",2:23:16 PM,is it possible to get like 10 more min to adjust on the claraification?,0,0
4399,Neeraj K,All Participants,"February 19, 2021",2:23:28 PM,ok,0,0
4400,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:25:32 PM,It still failed,0,0
4401,Neeraj K,All Participants,"February 19, 2021",2:25:56 PM,"umm, you can do it locally and upload it for now ",0,0
4402,Neeraj K,All Participants,"February 19, 2021",2:25:58 PM,:),0,0
4403,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:26:04 PM,It says returned non-zero exit status 256,0,0
4404,Neeraj K,All Participants,"February 19, 2021",2:26:15 PM,I will get your machine restarted ,0,0
4405,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:26:18 PM,okay,0,0
4406,Wayne Tam,All Attendees,"February 19, 2021",2:26:39 PM,done,0,0
4407,Marc Larock,All Participants,"February 19, 2021",2:26:45 PM,finished and submitted,0,0
4408,Jacob Sears,All Participants,"February 19, 2021",2:26:49 PM,finished and submitted,0,0
4409,Arpit Hasmukhbhai Patel,All Participants,"February 19, 2021",2:26:55 PM,finished and submitted,0,0
4410,Keer Sun,All Participants,"February 19, 2021",2:27:04 PM,trying to upload,0,0
4411,Marc Larock,All Participants,"February 19, 2021",2:28:36 PM,hold on. i need to uplaod my files. i uploaded the wrong this.,0,0
4412,Marc Larock,All Participants,"February 19, 2021",2:28:38 PM,thing,0,0
4413,Marc Larock,All Participants,"February 19, 2021",2:28:48 PM,sorry. thanks.,0,0
4414,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:41:55 PM,it might be that,0,0
4415,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:41:58 PM,You are reading it as strings,0,0
4416,Leonardo A Lamboglia,All Participants,"February 19, 2021",2:41:59 PM,still,0,0
4417,Rain Sung,All Participants,"February 19, 2021",2:47:39 PM,did we have to upload the code too?,0,0
4418,Neeraj K,All Participants,"February 19, 2021",2:48:00 PM,yes,1,0
4419,Neeraj K,All Participants,"February 19, 2021",2:48:03 PM,the .py file,0,0
4420,Rain Sung,All Participants,"February 19, 2021",2:48:18 PM,oh I'll do it right now thanks!,0,0
4421,Wayne Tam,All Attendees,"February 19, 2021",2:51:45 PM,I can gho,0,0
